model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.06,0.02,0.92,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.88,0.02,0.1,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.02,0.06,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.71,0.02,0.27,0.01
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.02
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.54,0.45,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.05,0.14,0.81,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,case_conflict,0.76,0.0,0.24,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.77,0.0,0.23,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.84,0.01,0.15,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,language_conflict: en_fr,0.97,0.01,0.02,0.03
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.88,0.01,0.11,0.02
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.33,0.0,0.67,0.03
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,case_conflict,0.97,0.0,0.03,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,1.0,0.0,0.0,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.93,0.0,0.07,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.99,0.0,0.01,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.38,0.21,0.41,0.02
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.8,0.0,0.2,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.35,0.03,0.62,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.49,0.12,0.39,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.74,0.08,0.18,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.05,0.95,0.0,0.02
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.76,0.0,0.24,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.4,0.0,0.6,0.02
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.9,0.0,0.1,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.9,0.01,0.09,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.86,0.01,0.13,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.07,0.32,0.61,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.13,0.0,0.87,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,case_conflict,0.75,0.0,0.25,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.86,0.0,0.14,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.82,0.04,0.14,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.99,0.01,0.0,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.87,0.01,0.12,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.43,0.0,0.57,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.96,0.0,0.04,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.98,0.0,0.02,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.94,0.01,0.05,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.34,0.2,0.46,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.82,0.0,0.18,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.33,0.03,0.64,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.54,0.07,0.39,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.79,0.03,0.18,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.08,0.91,0.01,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.82,0.0,0.18,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.55,0.0,0.45,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.82,0.0,0.18,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.91,0.0,0.09,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.85,0.02,0.13,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.37,0.58,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.13,0.01,0.86,0.01
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,case_conflict,0.8,0.0,0.2,0.06
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.77,0.01,0.22,0.1
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.82,0.03,0.15,0.04
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,0.97,0.02,0.01,0.1
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.83,0.03,0.14,0.2
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.37,0.0,0.63,0.12
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.94,0.0,0.06,0.07
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.97,0.0,0.03,0.02
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.93,0.02,0.05,0.06
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.08
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.42,0.16,0.42,0.03
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.85,0.0,0.15,0.06
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.4,0.02,0.58,0.04
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.53,0.05,0.42,0.0
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.78,0.01,0.21,0.04
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.04,0.96,0.0,0.0
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.84,0.0,0.16,0.03
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.48,0.0,0.52,0.0
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.87,0.0,0.13,0.03
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.0,0.08,0.02
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.88,0.0,0.12,0.02
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.01
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.09,0.32,0.59,0.01
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.1,0.0,0.9,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,case_conflict,0.61,0.0,0.39,0.09
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.82,0.0,0.18,0.08
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.79,0.03,0.18,0.1
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.98,0.02,0.0,0.16
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.87,0.01,0.12,0.09
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.39,0.0,0.61,0.1
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.91,0.0,0.09,0.07
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.96,0.0,0.04,0.06
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.0,0.1,0.04
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.22
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.35,0.19,0.46,0.07
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.73,0.0,0.27,0.01
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.43,0.03,0.54,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.49,0.07,0.44,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.82,0.04,0.14,0.02
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.09,0.91,0.0,0.03
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.86,0.01,0.13,0.06
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.48,0.0,0.52,0.04
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.83,0.0,0.17,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.96,0.0,0.04,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.85,0.01,0.14,0.02
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.03
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.38,0.59,0.0
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.12,0.01,0.87,0.0
